# Yale Bright Star Catalogue 5 - converted by bsc5_converter.py
# RA_deg, Dec_deg, Vmag, BV
122.448750,-42.640556,6.260,-0.040
122.372083,-47.345833,4.270,-0.230
122.383333,-47.336667,1.780,-0.220
123.052917,17.647778,5.630,0.540
123.052917,17.647778,6.020,0.540
123.055417,17.647778,6.200,0.600
122.817917,-12.926944,4.720,0.950
122.887500,-7.772500,5.360,0.890
122.430000,-47.937500,5.230,-0.210
123.092083,14.003889,6.540,0.000
123.287083,29.656667,5.640,-0.070
124.884167,75.756944,5.540,0.900
122.102083,-63.801111,6.280,-0.060
122.390000,-56.085556,5.660,0.210
122.756667,-37.292222,6.440,-0.010
122.252917,-61.302500,4.760,0.430
123.960417,60.380556,6.450,0.200
123.249167,16.514167,6.010,0.890
121.982500,-68.617222,4.350,-0.110
123.423750,23.137778,6.560,0.110
122.839583,-39.618611,4.450,1.620
122.857917,-42.987222,4.750,0.180
122.796250,-48.461944,5.820,-0.150
123.546250,17.675833,6.470,0.300
123.333333,-15.788333,4.990,1.070
123.191667,-29.910833,6.520,0.060
123.587500,13.048333,6.380,0.000
123.000000,-46.644167,5.760,0.590
123.214583,-37.924444,6.430,0.100
123.128750,-46.264167,6.030,-0.110
124.460000,59.571111,5.640,0.160
125.167917,72.407222,5.980,1.540
123.373333,-35.899722,4.780,-0.110
123.421250,-33.569167,6.370,1.140
123.545833,-32.140833,6.060,-0.160
123.493333,-36.322500,5.080,-0.190
123.495000,-36.341111,6.110,-0.180
123.555000,-35.490556,5.780,1.020
123.512083,-40.348056,4.440,1.170
123.400833,-46.991944,5.130,-0.140
124.822083,62.507222,5.710,0.890
124.565833,54.143611,6.270,1.540
123.392083,-50.196111,5.510,1.610
124.141250,11.726389,7.130,1.560
124.128750,9.185556,3.520,1.480
123.599583,-45.834444,5.830,-0.200
123.968750,-30.925833,6.210,0.780
124.382083,8.866111,6.290,0.980
123.995417,-35.902778,6.160,1.550
125.108750,57.743333,5.890,0.390
124.225833,-21.320278,6.600,0.020
123.847083,-50.449444,6.440,1.490
124.346250,-16.285000,6.160,0.010
125.121250,53.574444,6.490,0.280
124.599583,-12.631944,5.980,0.760
123.816250,-62.915833,5.160,0.090
124.492917,-30.003333,6.450,1.040
125.016250,27.217778,5.140,0.470
125.683750,60.631111,6.410,0.970
125.087500,20.747778,5.830,1.130
124.812917,-10.165833,6.320,0.330
124.572500,-35.451667,5.580,1.240
124.552500,-37.374167,6.700,0.230
125.133750,24.022222,5.980,-0.030
124.957917,3.947778,6.050,0.970
124.638750,-36.659444,4.450,0.220
125.054583,-0.909444,6.180,0.600
125.071250,-5.329167,6.130,1.330
124.872500,-34.590278,6.430,-0.080
124.482500,-59.166944,6.420,0.390
125.708750,43.188056,4.250,1.550
125.114167,-22.924722,6.130,1.040
125.952083,53.219722,5.510,0.110
125.334167,-1.602222,6.500,0.020
125.338333,-20.079167,5.580,0.770
124.578750,-65.613333,5.070,1.150
125.477500,-17.586389,5.750,1.050
125.345833,-33.054444,4.830,1.450
125.337500,-36.484444,5.200,-0.190
125.840833,18.332222,5.950,0.170
125.625833,-6.179167,6.150,0.220
125.350833,-39.620833,6.160,0.170
126.178333,42.005000,6.020,1.590
125.725000,-7.543333,5.960,1.670
125.695000,-13.054722,6.110,1.000
125.980000,10.631944,6.080,1.490
125.707917,-26.348056,5.900,0.370
126.270417,35.011389,6.060,1.270
125.300000,-57.973056,5.970,-0.090
125.631667,-48.490278,4.820,-0.150
126.151667,-4.716944,6.010,0.460
125.821667,-38.285833,6.320,1.630
126.145833,-3.751111,5.610,0.460
125.282083,-64.106111,6.120,0.930
126.457917,17.046111,6.140,0.410
125.730000,-52.123889,5.850,0.010
124.954167,-71.515000,5.370,-0.060
125.002917,-71.505278,5.650,-0.100
127.442500,67.297500,5.880,0.970
126.615417,27.893611,5.570,1.400
126.397917,2.102222,5.730,1.530
126.478333,7.564444,5.130,0.940
125.628333,-59.509722,1.860,1.280
126.229583,-23.153611,5.680,0.060
126.903333,45.653056,6.320,0.620
126.695000,26.934444,6.320,0.180
126.695833,26.935278,6.300,0.180
126.665833,24.534167,7.020,0.320
126.667083,24.535278,7.810,0.520
126.415000,-3.906389,3.900,-0.020
126.265417,-24.046111,5.280,1.480
126.329583,-21.045833,6.010,0.400
126.414167,-17.439444,6.440,0.000
124.631667,-76.919722,4.070,0.390
126.682917,12.654444,5.500,1.600
126.481667,-14.929722,5.980,0.170
126.613333,-3.987500,5.590,0.220
126.238333,-42.769444,5.980,-0.170
127.566250,60.718056,3.360,0.840
126.674583,-12.534444,5.540,1.190
126.821667,-6.409722,6.590,0.510
126.466250,-42.153333,5.470,-0.150
126.573333,-39.059444,6.530,-0.090
126.575833,-39.060278,7.250,0.080
127.153333,24.144722,6.100,0.240
126.379167,-51.728056,5.170,-0.160
126.711667,-29.215278,6.730,-0.050
128.222500,69.320000,6.310,1.350
127.155417,14.210833,5.950,0.190
125.518333,-73.400000,5.290,0.010
126.888750,-20.843889,6.560,0.040
126.818333,-31.673056,6.330,0.900
127.121667,-2.517222,6.390,0.330
127.082083,-8.816111,6.430,1.200
126.972917,-26.132500,6.620,0.110
125.160417,-77.484444,4.350,1.160
126.605000,-52.807500,6.050,0.060
127.212083,-9.748333,6.000,0.420
126.997083,-35.113889,5.750,-0.150
127.149583,-23.071667,6.510,0.050
127.222083,-20.950278,6.670,-0.060
126.465000,-64.600833,5.970,0.960
126.434167,-66.136944,3.770,1.130
127.832917,37.265833,6.180,-0.030
126.864167,-55.011667,6.530,-0.020
126.902083,-53.088611,5.090,0.250
128.139583,53.114722,6.240,1.010
129.202917,74.723611,6.310,0.000
127.365000,-27.332500,6.700,-0.130
128.650833,65.145000,5.470,0.180
127.877083,24.081111,5.750,0.280
127.281667,-44.160556,5.790,-0.160
127.898750,18.094444,5.350,1.560
127.269583,-47.929167,5.330,-0.140
127.365000,-44.725000,4.990,-0.160
128.229167,38.016389,5.900,1.110
127.977500,9.814444,6.830,-0.070
127.619167,-32.159444,5.650,1.490
127.440000,-46.331944,5.990,-0.150
127.623333,-36.721111,6.690,1.950
128.340833,36.436389,6.240,0.360
128.177083,20.441111,5.330,1.250
127.878750,-19.577500,5.420,-0.060
127.401250,-55.191111,6.360,0.800
128.250417,24.084722,6.360,1.020
126.820417,-70.093333,5.530,-0.030
127.663333,-44.737222,6.300,-0.020
128.166250,10.066111,6.460,-0.020
127.852500,-39.064167,6.310,-0.150
128.138750,-15.029444,6.380,0.270
127.795000,-47.866667,6.390,-0.150
128.437917,13.257222,6.280,1.170
128.682500,36.419444,5.780,0.040
128.431250,4.756667,5.870,1.070
129.927500,73.629722,6.150,1.020
128.555417,8.451944,6.030,0.330
128.270000,-24.606389,6.190,0.270
127.873333,-54.394167,6.340,1.310
128.506667,-2.151667,5.810,0.000
128.214583,-31.500833,6.380,0.790
128.244167,-34.633889,6.360,0.950
128.020000,-53.212222,5.690,0.580
128.830833,19.590000,6.580,0.680
128.332917,-38.371111,6.490,-0.180
128.409583,-38.848889,5.960,-0.140
128.376667,-46.971111,6.240,1.560
129.798750,65.020833,5.640,0.620
128.853750,2.743611,6.330,1.020
126.082500,-80.914167,5.690,1.020
129.032083,15.313611,6.320,0.000
128.962500,6.620000,5.990,0.520
128.963750,6.622500,7.250,0.710
128.632083,-32.598611,6.430,0.750
128.867500,-7.982222,5.720,-0.030
128.622083,-37.611389,6.300,1.560
129.592500,53.401389,5.660,0.960
129.792500,59.939444,6.480,0.000
128.870000,-26.843611,5.960,0.370
130.053333,64.327778,4.600,1.170
128.802500,-39.970000,6.470,0.580
129.750000,52.925000,6.420,0.000
129.274167,9.655556,5.880,0.090
128.681667,-49.944167,5.010,1.330
129.823333,52.711667,5.910,1.170
129.579167,32.801944,5.940,1.120
129.414167,5.703611,4.160,0.000
129.362917,-4.933611,6.190,1.050
129.521667,9.574722,6.530,-0.020
128.967083,-50.970000,5.800,-0.130
128.831667,-58.009167,4.860,1.000
128.814167,-58.225000,5.260,-0.140
129.584583,-6.662500,6.510,0.440
128.175833,-73.356667,6.120,0.950
129.689167,3.341389,4.440,1.210
129.373750,-33.745833,6.480,0.330
129.467500,-26.255000,5.270,-0.040
129.332917,-40.147500,6.550,0.600
130.254583,45.833889,5.370,0.990
130.076250,31.941944,6.100,0.000
129.852500,8.017222,6.450,1.080
129.667917,-19.736944,6.330,1.590
129.411250,-42.989167,4.140,0.110
130.026667,20.007778,6.390,0.980
130.092083,19.670000,6.440,1.020
130.112500,19.545000,6.300,0.170
129.783333,-22.661944,5.050,0.730
130.006250,-12.475278,4.980,1.420
129.328333,-62.853611,5.470,1.020
129.927083,-29.561111,4.890,0.900
129.842083,-36.606944,6.130,0.420
129.687083,-53.090556,6.470,-0.100
130.750833,46.901111,6.220,0.960
130.256667,-9.051944,6.630,-0.020
130.025833,-35.308333,3.970,0.940
130.080417,-40.264167,5.200,-0.010
129.849167,-53.439722,5.480,-0.160
130.430417,-15.943333,4.880,1.060
129.990000,-53.055000,5.190,-0.140
129.805000,-60.317222,6.360,0.000
130.147083,-45.191389,5.710,1.650
130.156667,-46.648889,3.840,0.710
130.540833,-11.966111,6.450,0.160
130.073333,-52.921944,3.620,-0.180
130.072500,-53.015278,5.610,-0.140
130.821250,21.468611,4.660,0.020
130.801250,12.680833,5.640,0.390
131.042083,36.918056,6.330,0.000
130.304583,-47.316944,4.770,0.120
130.272083,-48.922500,5.900,-0.210
130.806250,3.398611,4.300,-0.200
130.181667,-57.545278,6.340,0.200
130.487083,-45.410833,5.230,0.210
130.154167,-59.761111,4.330,-0.110
130.998750,4.334722,6.370,-0.060
130.918333,-7.233611,4.620,0.840
129.771667,-70.386944,5.200,0.010
131.171250,18.154167,3.940,1.080
130.566667,-48.099167,5.510,-0.180
130.737500,-35.943333,6.420,0.020
131.339167,30.697778,6.130,0.940
131.187500,10.081667,5.660,-0.110
130.578750,-53.100000,5.520,-0.150
130.606250,-53.113889,4.860,-0.170
130.897917,-33.186389,3.680,-0.180
131.255417,5.680556,6.130,0.200
132.205833,66.708056,6.200,-0.110
130.587083,-55.774167,6.290,1.180
131.336667,-2.600833,6.410,0.520
131.230000,-21.167778,6.110,0.220
131.666667,28.765278,6.570,0.040
131.674167,28.760000,4.020,1.010
130.917917,-49.822778,5.160,-0.200
131.100000,-42.649167,4.070,0.870
131.510417,-2.048889,5.700,1.100
131.216250,-37.147222,5.760,-0.150
131.528750,-11.006389,6.250,1.610
131.733333,12.110000,5.870,0.110
131.694167,6.418889,3.380,0.680
131.455417,-25.387500,6.100,0.080
131.593750,-13.547778,4.320,0.900
131.175833,-54.708333,1.960,0.040
131.812500,-1.897222,5.290,0.040
131.507083,-46.041667,3.910,0.000
131.599167,-41.125556,6.210,-0.050
131.272083,-58.725000,6.210,-0.090
131.705000,-34.622778,6.370,-0.130
130.976250,-68.211667,6.320,1.500
132.108333,5.837778,4.360,-0.040
132.020417,-6.558611,6.090,1.280
131.627500,-45.912778,5.460,0.270
131.125000,-65.825556,6.050,0.200
131.828750,-46.155556,5.750,0.560
131.918750,-41.737222,6.360,0.580
131.677083,-56.769722,4.490,-0.170
132.634167,33.285278,6.250,0.490
132.340417,-3.443056,5.310,-0.090
132.036667,-42.463889,6.430,-0.200
130.331250,-78.963333,5.470,-0.100
132.000833,-52.850556,6.300,-0.100
132.687917,18.832222,6.160,-0.010
133.344167,61.962222,5.730,0.280
133.274583,59.056111,6.250,0.000
132.437083,-21.048611,6.470,0.230
132.986667,43.726667,5.150,0.980
133.048333,45.312500,5.990,1.260
132.756250,15.350556,6.380,0.640
133.041667,42.002500,5.990,1.250
132.464583,-32.780556,5.210,0.870
132.509167,-29.463056,5.870,0.950
132.413333,-40.320556,5.480,0.060
132.590000,-28.618056,6.170,-0.080
132.468333,-39.141667,6.390,0.230
132.632917,-27.710000,4.010,1.270
133.144167,32.474167,5.660,0.220
132.448750,-45.308056,4.930,0.050
133.119167,28.259167,6.230,1.620
133.149167,28.330833,5.950,0.870
132.893750,-7.177222,5.540,0.150
130.801667,-79.069722,6.050,0.230
132.587500,-42.090000,6.000,-0.100
133.100833,5.340000,6.330,0.120
132.639583,-46.529167,5.100,-0.210
133.482083,35.538333,6.140,0.040
133.127917,-13.233611,6.130,1.140
132.866250,-42.504444,6.550,0.040
134.156250,64.603889,5.580,0.860
133.561250,30.579444,5.390,1.050
133.108750,-32.509167,6.500,1.460
133.160833,-36.545556,6.420,0.560
133.200000,-38.724167,5.820,1.500
132.902500,-57.633611,5.590,-0.110
132.645000,-66.793056,5.350,0.420
133.574583,-5.434444,6.000,0.670
133.160833,-48.359167,5.910,-0.150
133.915417,27.927500,5.220,1.000
133.845417,17.231389,6.640,3.360
133.170000,-52.129167,6.390,0.000
131.480000,-79.504444,5.790,1.600
132.459583,-72.550833,6.110,0.200
134.208333,45.631944,5.740,1.090
134.127083,40.201667,5.890,0.350
133.848333,5.945556,3.110,1.000
133.461250,-40.447500,6.470,0.960
133.265833,-56.649444,6.030,-0.020
133.981667,11.626111,5.410,1.460
133.461250,-47.520833,5.330,0.260
133.872917,-7.970278,6.910,0.000
133.873333,-7.971111,6.670,0.220
133.801667,-18.241389,5.750,1.320
134.235833,32.910278,5.450,0.120
133.881250,-27.681944,4.890,0.110
134.153750,4.236667,6.140,1.000
134.284167,17.143889,6.170,1.000
133.982917,-23.818333,6.390,0.160
133.452917,-60.354167,5.780,-0.080
134.312083,15.322778,5.200,0.150
133.830417,-45.041667,6.260,-0.160
134.494583,30.233611,6.290,0.430
134.142083,-16.709444,5.960,1.540
134.396667,15.581389,5.670,0.200
134.614583,35.802500,6.510,-0.010
134.425000,9.387778,6.190,0.980
133.725000,-58.240000,6.380,-0.110
134.801667,48.041667,3.140,0.190
133.799583,-54.965556,5.710,0.480
133.761667,-60.644722,3.840,-0.100
134.621667,11.857778,4.250,0.140
134.534167,1.541667,6.590,0.060
134.080833,-52.723611,4.690,-0.120
134.885833,32.418611,5.200,0.930
135.636250,67.629722,4.760,1.530
134.795000,18.134722,6.380,1.550
134.682917,-16.132778,5.860,0.530
135.160000,41.782778,3.970,0.440
135.128333,37.604444,6.440,0.000
138.838333,84.181111,6.330,0.300
134.243333,-59.229444,4.920,-0.190
134.482500,-48.573333,5.870,1.070
134.916250,-19.208056,6.180,0.460
134.815417,-28.806111,6.250,1.000
135.419167,39.713333,6.360,0.300
135.350417,32.252500,5.820,0.000
134.717917,-47.234722,5.180,0.250
135.453750,27.902778,6.070,0.000
135.380833,5.640833,6.070,1.110
135.022500,-41.253889,4.450,0.650
136.001667,54.283889,5.750,0.020
135.092500,-43.173333,6.070,-0.160
135.906250,47.156667,3.600,0.000
135.684583,24.452778,5.450,-0.040
135.491667,-0.482778,5.670,1.150
135.297500,-26.663889,6.200,1.130
134.850417,-59.083611,5.160,0.420
135.686667,7.298056,5.850,1.110
135.336667,-41.864444,5.550,-0.140
136.041250,27.898333,6.380,0.000
135.526667,-39.402500,6.270,1.000
136.350417,48.530278,5.950,0.450
135.190417,-60.963889,5.790,1.210
135.435833,-52.188333,5.230,-0.120
136.230000,32.376944,6.460,0.240
135.786667,-25.504444,6.740,-0.030
136.679583,59.344444,6.450,0.040
137.098333,66.873333,5.140,1.510
135.285417,-68.683889,5.880,1.630
135.771667,-53.549722,6.400,-0.090
136.632500,38.452222,4.560,1.040
136.493333,5.092222,4.970,1.220
136.038750,-47.097778,3.750,1.200
135.611667,-66.396111,4.000,0.140
137.596667,67.134722,4.800,0.490
136.862083,22.981111,6.400,0.000
136.749583,1.462778,6.170,1.650
137.217917,51.604722,4.480,0.270
137.017083,32.540556,6.500,0.360
137.000417,29.654167,5.430,0.890
136.200000,-57.852500,6.440,0.250
136.936667,10.668056,5.240,-0.110
137.729583,63.513611,4.670,0.350
137.212917,33.882222,5.930,0.600
137.197083,26.629167,5.980,0.660
137.339583,22.045556,5.140,0.970
137.012083,-25.858333,4.580,1.590
136.641667,-55.803333,6.110,-0.150
137.175833,-8.589444,5.600,-0.060
136.811250,-51.211944,6.730,1.620
136.531667,-64.499722,6.370,1.350
138.513333,71.655833,6.550,0.960
136.999167,-43.432500,2.210,1.660
137.443333,11.564444,6.480,0.340
137.297917,-12.357778,5.770,0.940
137.181250,-26.767778,6.150,0.170
137.267917,-18.328611,5.730,0.000
137.661250,30.963056,5.950,1.670
137.587083,21.996389,6.010,0.900
137.397917,-8.787778,5.460,1.010
136.409583,-70.538889,4.710,-0.150
136.286667,-72.602778,4.480,0.610
137.485000,-30.365278,5.590,0.190
138.969167,72.946111,5.960,0.180
137.595833,-23.176667,6.530,0.000
137.437917,-49.424722,6.480,0.170
138.585833,61.423333,5.130,0.580
137.981667,5.468333,6.350,0.320
138.073333,14.996111,6.510,0.730
138.053750,3.867222,6.140,-0.010
138.450833,43.217778,5.320,-0.140
137.994583,-19.747778,5.730,0.980
137.768333,-44.868056,5.000,0.230
138.108333,-7.109722,6.110,0.220
137.920833,-39.258889,6.000,-0.110
138.405417,21.283333,6.480,0.020
137.888333,-46.583889,5.790,-0.210
137.741667,-58.966944,3.440,-0.190
138.957917,56.741389,5.270,1.560
138.127500,-43.613611,5.570,-0.110
139.047083,54.021944,4.830,0.190
137.819167,-62.317222,3.970,-0.180
138.809583,34.633611,5.970,0.860
138.591250,2.314167,3.880,-0.060
139.982500,74.016389,6.500,0.000
138.357917,-38.616389,6.310,0.000
138.327500,-42.273611,6.290,1.250
138.807500,14.941389,5.340,1.320
138.393750,-47.338611,5.920,-0.050
138.534167,-44.145833,5.850,-0.120
138.231667,-59.414444,5.540,0.850
138.602083,-43.227500,5.250,-0.140
138.853750,-15.024722,6.350,0.020
139.380000,46.817222,5.970,0.040
138.738333,-37.602500,5.860,0.830
134.171250,-85.663056,5.420,0.310
138.575000,-55.569722,5.270,0.990
138.810833,-45.555556,6.250,-0.080
139.173750,-6.353056,5.240,1.170
138.902917,-38.570000,4.940,1.110
139.172083,-8.744722,5.470,-0.090
138.937917,-37.413333,4.620,0.450
138.300000,-69.717222,1.680,0.000
139.608333,35.364167,5.750,0.000
139.281250,-14.573611,5.840,1.060
139.017500,-44.898611,6.040,0.280
139.464167,11.501111,6.410,0.070
139.711250,36.802500,3.820,0.060
138.822917,-58.388611,6.020,-0.100
139.096250,-44.265833,5.120,1.670
138.895833,-57.578056,6.320,1.040
139.238333,-39.401389,5.330,1.170
138.051250,-76.663056,6.140,1.090
139.050833,-57.541389,4.340,1.630
140.182500,51.266111,6.130,0.420
140.430417,56.699167,5.470,1.610
139.272500,-59.275278,2.250,0.180
139.426250,-54.495278,6.330,1.410
140.247083,38.188333,6.120,0.380
139.890417,-11.314167,6.620,0.080
139.524167,-51.051111,5.260,-0.070
139.888333,-15.834444,5.780,1.290
140.263750,34.392500,3.130,1.550
139.943333,-11.975000,4.790,0.930
140.363333,32.901944,6.160,1.090
139.675833,-51.560556,5.870,0.540
140.120833,-9.555833,4.800,0.930
139.949583,-34.103333,6.390,-0.100
140.314167,15.371111,6.530,-0.010
139.321667,-68.689444,5.390,0.420
139.465417,-67.050833,6.110,1.260
140.231250,-15.617778,6.330,0.460
140.184167,-31.760556,6.820,0.000
140.123333,-37.581389,6.050,1.390
139.885833,-55.186667,6.280,-0.100
140.373333,-25.965556,4.720,1.630
141.965000,75.098333,6.290,0.070
139.355833,-74.894444,5.290,0.020
139.364167,-74.734722,5.860,-0.020
141.434167,63.940833,6.280,1.460
140.882500,25.183056,6.410,0.820
140.712083,-9.838889,6.530,0.220
141.232083,51.573889,6.310,0.750
140.462083,-42.195000,5.580,1.630
141.093750,36.586944,6.670,0.210
140.236667,-62.404722,4.810,0.940
140.652917,-39.774722,6.540,1.130
140.600000,-46.047500,5.750,0.920
141.163750,26.182222,4.460,1.230
140.458333,-55.515000,5.630,0.190
140.801250,-28.833889,4.690,0.920
140.528333,-55.010833,2.500,-0.180
140.936667,-37.757222,6.480,0.180
141.385417,16.585556,6.290,0.970
141.067917,-39.425833,6.060,0.200
141.350000,-5.117500,5.590,1.520
140.997917,-51.737222,6.080,0.570
140.864167,-60.302500,6.300,1.480
141.592917,-1.463889,6.010,1.320
141.023750,-61.648889,5.990,1.060
142.166667,45.601389,5.410,0.980
141.810833,-9.223611,6.540,0.050
141.686667,-28.787500,6.100,-0.100
141.618750,-40.501944,6.200,0.250
142.448333,55.745556,6.450,0.000
141.896667,-8.658611,1.980,1.440
141.826667,-22.343889,4.690,1.140
141.945000,-6.071111,5.380,0.640
144.271667,81.326389,4.290,1.480
141.362917,-61.950278,5.770,0.150
141.575417,-53.379167,5.110,-0.110
142.114583,9.056667,5.410,0.600
142.121667,8.188333,5.710,1.040
141.910000,-35.007778,6.650,0.200
142.882083,63.061944,3.670,0.330
142.259167,-1.256944,6.270,0.270
142.287083,-2.768889,4.600,0.460
142.352083,-2.205278,6.140,0.220
141.684167,-64.929722,6.050,0.150
142.385000,-4.247222,6.260,0.840
142.302500,-20.748611,5.660,1.600
142.680000,33.655556,5.850,1.050
142.311250,-35.951389,4.510,1.440
142.317917,-38.403889,6.190,0.220
142.457917,-23.345278,6.240,1.570
143.723333,72.205556,5.720,0.480
142.885000,35.103056,5.370,1.530
142.477083,-26.589722,5.480,1.360
143.620417,69.830278,4.560,0.770
142.594167,-15.577222,5.850,1.200
142.930000,22.968056,4.310,1.540
144.028333,74.317778,6.460,-0.100
143.214167,51.677222,3.170,0.460
142.195833,-62.273056,5.920,1.100
141.776667,-71.602222,5.470,1.080
143.280000,49.438611,6.760,0.000
142.990000,9.715833,5.070,1.370
142.689167,-31.891389,7.000,0.090
142.692083,-31.889444,6.180,0.030
142.986250,11.299722,4.970,1.050
142.127500,-66.701944,5.910,0.010
142.521667,-51.517222,5.450,-0.100
142.912083,-10.552222,6.140,0.240
142.675000,-40.466667,3.600,0.360
142.995417,-1.185000,4.570,0.100
142.982500,-10.370556,6.130,1.190
142.884167,-31.871944,5.930,0.260
142.887083,-35.715000,5.870,1.290
143.376250,36.486944,6.180,1.270
143.326250,28.368056,6.530,0.120
142.597500,-58.361667,5.880,1.700
143.172500,1.864167,6.110,0.620
141.037917,-80.786944,5.360,0.450
143.085000,-19.400278,5.740,0.140
143.581667,46.902222,6.520,0.220
143.077083,-28.628056,6.460,0.330
143.706250,52.051389,4.500,0.010
143.555833,36.397500,4.550,0.920
143.258750,-8.505278,6.120,0.980
143.232500,-13.516944,5.940,1.500
142.805417,-57.034444,3.130,1.550
143.496250,23.453889,6.250,1.460
